

     H1(P,E+NU)H2        
    t9       reaction rate
  6.000        1.49E+04
  7.000        8.33E+04
  8.000        2.94E+05
  9.000        7.56E+05
 10.000        1.53E+06


 



     NE20(A,G)MG24                           
    t9       reaction rate
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        1.61E-47
  0.050        2.56E-43
  0.060        4.10E-40
  0.070        1.49E-37
  0.080        1.94E-35
  0.090        1.19E-33
  0.100        4.12E-32
  0.110        9.16E-31
  0.120        1.44E-29
  0.130        1.99E-28
  0.140        5.88E-27
  0.150        3.14E-25
  0.160        1.24E-23
  0.180        5.85E-21
  0.200        7.98E-19
  0.250        5.34E-15
  0.300        1.82E-12
  0.350        1.14E-10
  0.400        2.50E-09
  0.450        2.71E-08
  0.500        1.80E-07
  0.600        3.06E-06
  0.700        2.38E-05
  0.800        1.23E-04
  0.900        5.26E-04
  1.000        1.99E-03
  1.250        3.19E-02
  1.500        2.43E-01
  1.750        1.09E+00
  2.000        3.46E+00
  2.500        1.80E+01
  3.000        5.53E+01
  3.500        1.24E+02
  4.000        2.28E+02
  5.000        5.28E+02
  6.000        9.02E+02
  7.000        1.30E+03
  8.000        1.67E+03
  9.000        2.02E+03
 10.000        2.34E+03


 



     NE21(P,G)NA22                           
    t9       reaction rate
  0.003        5.69E-49
  0.004        1.08E-43
  0.005        6.13E-40
  0.006        4.48E-37
  0.007        8.68E-35
  0.008        6.69E-33
  0.009        2.63E-31
  0.010        6.22E-30
  0.011        9.88E-29
  0.012        1.14E-27
  0.013        1.02E-26
  0.014        7.33E-26
  0.015        4.41E-25
  0.016        2.27E-24
  0.018        4.16E-23
  0.020        5.79E-22
  0.025        2.87E-18
  0.030        2.96E-15
  0.040        1.66E-11
  0.050        3.00E-09
  0.060        1.04E-07
  0.070        1.44E-06
  0.080        1.10E-05
  0.090        5.52E-05
  0.100        2.03E-04
  0.110        5.92E-04
  0.120        1.44E-03
  0.130        3.07E-03
  0.140        5.86E-03
  0.150        1.04E-02
  0.160        1.73E-02
  0.180        4.40E-02
  0.200        1.06E-01
  0.250        7.94E-01
  0.300        3.81E+00
  0.350        1.21E+01
  0.400        2.86E+01
  0.450        5.56E+01
  0.500        9.46E+01
  0.600        2.14E+02
  0.700        4.05E+02
  0.800        6.89E+02
  0.900        1.09E+03
  1.000        1.63E+03
  1.250        3.58E+03
  1.500        6.26E+03
  1.750        9.39E+03
  2.000        1.27E+04
  2.500        1.93E+04
  3.000        2.51E+04
  3.500        3.00E+04
  4.000        3.40E+04
  5.000        4.02E+04
  6.000        4.46E+04
  7.000        4.80E+04
  8.000        5.09E+04
  9.000        5.35E+04
 10.000        5.60E+04


 



     NE21(A,G)MG25                           
    t9       reaction rate
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        2.00E-49
  0.040        1.58E-43
  0.050        2.47E-39
  0.060        3.88E-36
  0.070        1.38E-33
  0.080        1.75E-31
  0.090        1.05E-29
  0.100        3.56E-28
  0.110        7.72E-27
  0.120        1.17E-25
  0.130        1.34E-24
  0.140        1.20E-23
  0.150        8.77E-23
  0.160        5.41E-22
  0.180        1.35E-20
  0.200        2.15E-19
  0.250        5.41E-17
  0.300        3.62E-15
  0.350        1.03E-13
  0.400        1.60E-12
  0.450        1.62E-11
  0.500        1.19E-10
  0.600        3.09E-09
  0.700        4.11E-08
  0.800        3.44E-07
  0.900        2.08E-06
  1.000        9.82E-06
  1.250        2.20E-04
  1.500        2.20E-03
  1.750        1.27E-02
  2.000        5.08E-02
  2.500        4.07E-01
  3.000        1.88E+00
  3.500        6.24E+00
  4.000        1.65E+01
  5.000        7.28E+01
  6.000        2.16E+02
  7.000        4.99E+02
  8.000        9.68E+02
  9.000        1.66E+03
 10.000        2.59E+03


 



     NE21(A,N)MG24                           
    t9       reaction rate
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        1.22E-49
  0.030        1.37E-45
  0.040        1.09E-39
  0.050        1.71E-35
  0.060        2.72E-32
  0.070        9.74E-30
  0.080        1.24E-27
  0.090        7.50E-26
  0.100        2.55E-24
  0.110        5.57E-23
  0.120        8.52E-22
  0.130        9.76E-21
  0.140        8.79E-20
  0.150        6.47E-19
  0.160        4.01E-18
  0.180        1.01E-16
  0.200        1.62E-15
  0.250        4.17E-13
  0.300        2.85E-11
  0.350        8.22E-10
  0.400        1.31E-08
  0.450        1.35E-07
  0.500        1.00E-06
  0.600        2.68E-05
  0.700        3.66E-04
  0.800        3.15E-03
  0.900        1.95E-02
  1.000        9.43E-02
  1.250        2.23E+00
  1.500        2.33E+01
  1.750        1.40E+02
  2.000        5.81E+02
  2.500        4.96E+03
  3.000        2.42E+04
  3.500        8.35E+04
  4.000        2.28E+05
  5.000        1.06E+06
  6.000        3.27E+06
  7.000        7.70E+06
  8.000        1.51E+07
  9.000        2.60E+07
 10.000        4.07E+07


 



     NE22(P,G)NA23                           
    t9       reaction rate
  0.003        1.26E-48
  0.004        2.39E-43
  0.005        1.77E-38
  0.006        1.36E-33
  0.007        4.28E-30
  0.008        1.75E-27
  0.009        1.84E-25
  0.010        7.52E-24
  0.011        1.54E-22
  0.012        1.89E-21
  0.013        1.56E-20
  0.014        9.45E-20
  0.015        4.47E-19
  0.016        1.73E-18
  0.018        1.62E-17
  0.020        9.59E-17
  0.025        2.23E-15
  0.030        1.72E-14
  0.040        2.05E-13
  0.050        9.23E-13
  0.060        4.04E-12
  0.070        3.25E-11
  0.080        3.18E-10
  0.090        2.42E-09
  0.100        1.33E-08
  0.110        5.50E-08
  0.120        1.81E-07
  0.130        4.99E-07
  0.140        1.19E-06
  0.150        2.53E-06
  0.160        4.91E-06
  0.180        1.53E-05
  0.200        4.22E-05
  0.250        7.97E-04
  0.300        1.42E-02
  0.350        1.25E-01
  0.400        6.48E-01
  0.450        2.32E+00
  0.500        6.46E+00
  0.600        3.04E+01
  0.700        9.52E+01
  0.800        2.32E+02
  0.900        4.79E+02
  1.000        8.73E+02
  1.250        2.70E+03
  1.500        5.88E+03
  1.750        1.04E+04
  2.000        1.58E+04
  2.500        2.86E+04
  3.000        4.20E+04
  3.500        5.50E+04
  4.000        6.70E+04
  5.000        8.76E+04
  6.000        1.04E+05
  7.000        1.18E+05
  8.000        1.30E+05
  9.000        1.41E+05
 10.000        1.51E+05


 



     NE22(A,G)MG26                           
    t9       reaction rate
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        6.91E-50
  0.030        7.90E-46
  0.040        6.47E-40
  0.050        1.03E-35
  0.060        1.64E-32
  0.070        5.88E-30
  0.080        7.46E-28
  0.090        4.44E-26
  0.100        1.49E-24
  0.110        3.17E-23
  0.120        4.72E-22
  0.130        5.24E-21
  0.140        4.56E-20
  0.150        3.22E-19
  0.160        1.91E-18
  0.180        4.35E-17
  0.200        6.20E-16
  0.250        1.09E-13
  0.300        4.56E-12
  0.350        7.16E-11
  0.400        5.48E-10
  0.450        2.42E-09
  0.500        6.90E-09
  0.600        2.62E-08
  0.700        1.46E-07
  0.800        1.15E-06
  0.900        7.01E-06
  1.000        3.30E-05
  1.250        7.18E-04
  1.500        7.30E-03
  1.750        4.55E-02
  2.000        2.02E-01
  2.500        2.00E+00
  3.000        1.09E+01
  3.500        4.04E+01
  4.000        1.14E+02
  5.000        5.28E+02
  6.000        1.56E+03
  7.000        3.47E+03
  8.000        6.47E+03
  9.000        1.06E+04
 10.000        1.59E+04


 



     NE22(A,N)MG25                           
    t9       reaction rate
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        6.18E-45
  0.070        3.61E-39
  0.080        7.63E-35
  0.090        1.76E-31
  0.100        8.66E-29
  0.110        1.38E-26
  0.120        9.50E-25
  0.130        3.67E-23
  0.140        9.93E-22
  0.150        1.94E-20
  0.160        2.63E-19
  0.180        1.87E-17
  0.200        5.30E-16
  0.250        2.37E-13
  0.300        1.86E-11
  0.350        5.62E-10
  0.400        9.13E-09
  0.450        9.53E-08
  0.500        7.14E-07
  0.600        1.94E-05
  0.700        2.67E-04
  0.800        2.30E-03
  0.900        1.40E-02
  1.000        6.60E-02
  1.250        1.44E+00
  1.500        1.46E+01
  1.750        9.09E+01
  2.000        4.03E+02
  2.500        4.01E+03
  3.000        2.19E+04
  3.500        8.08E+04
  4.000        2.28E+05
  5.000        1.06E+06
  6.000        3.11E+06
  7.000        6.95E+06
  8.000        1.29E+07
  9.000        2.12E+07
 10.000        3.19E+07


 



      NA21(P,G)MG22                          
    t9       reaction rate
  0.003        0.00E+00
  0.004        1.16E-50
  0.005        1.19E-46
  0.006        1.37E-43
  0.007        3.83E-41
  0.008        4.00E-39
  0.009        2.04E-37
  0.010        6.02E-36
  0.011        1.16E-34
  0.012        1.61E-33
  0.013        1.68E-32
  0.014        1.39E-31
  0.015        9.55E-31
  0.016        5.55E-30
  0.018        1.25E-28
  0.020        1.84E-27
  0.025        4.03E-25
  0.030        2.47E-23
  0.040        1.01E-20
  0.050        5.14E-18
  0.060        1.29E-14
  0.070        3.80E-12
  0.080        2.67E-10
  0.090        7.19E-09
  0.100        9.95E-08
  0.110        8.49E-07
  0.120        5.03E-06
  0.130        2.26E-05
  0.140        8.15E-05
  0.150        2.47E-04
  0.160        6.49E-04
  0.180        3.22E-03
  0.200        1.15E-02
  0.250        1.11E-01
  0.300        4.93E-01
  0.350        1.40E+00
  0.400        3.03E+00
  0.450        5.45E+00
  0.500        8.65E+00
  0.600        1.70E+01
  0.700        2.71E+01
  0.800        3.78E+01
  0.900        4.86E+01
  1.000        5.88E+01
  1.250        8.10E+01
  1.500        9.77E+01
  1.750        1.10E+02
  2.000        1.18E+02
  2.500        1.28E+02
  3.000        1.31E+02
  3.500        1.31E+02
  4.000        1.29E+02
  5.000        1.23E+02
  6.000        1.17E+02
  7.000        1.10E+02
  8.000        1.04E+02
  9.000        9.87E+01
 10.000        9.37E+01


 



     NA22(N,P)NE22                           
    t9       reaction rate
  0.001        3.37E+08
  0.002        3.37E+08
  0.003        3.37E+08
  0.004        3.37E+08
  0.005        3.37E+08
  0.006        3.37E+08
  0.007        3.37E+08
  0.008        3.37E+08
  0.009        3.37E+08
  0.010        3.37E+08
  0.011        3.37E+08
  0.012        3.37E+08
  0.013        3.37E+08
  0.014        3.37E+08
  0.015        3.37E+08
  0.016        3.37E+08
  0.018        3.37E+08
  0.020        3.37E+08
  0.025        3.37E+08
  0.030        3.37E+08
  0.040        3.37E+08
  0.050        3.37E+08
  0.060        3.36E+08
  0.070        3.36E+08
  0.080        3.36E+08
  0.090        3.36E+08
  0.100        3.36E+08
  0.110        3.36E+08
  0.120        3.36E+08
  0.130        3.36E+08
  0.140        3.36E+08
  0.150        3.36E+08
  0.160        3.36E+08
  0.180        3.35E+08
  0.200        3.35E+08
  0.250        3.35E+08
  0.300        3.34E+08
  0.350        3.34E+08
  0.400        3.33E+08
  0.450        3.33E+08
  0.500        3.33E+08
  0.600        3.32E+08
  0.700        3.31E+08
  0.800        3.31E+08
  0.900        3.30E+08
  1.000        3.30E+08
  1.250        3.28E+08
  1.500        3.27E+08
  1.750        3.27E+08
  2.000        3.26E+08
  2.500        3.26E+08
  3.000        3.26E+08
  3.500        3.26E+08
  4.000        3.26E+08
  5.000        3.27E+08
  6.000        3.26E+08
  7.000        3.22E+08
  8.000        3.14E+08
  9.000        3.01E+08
 10.000        2.83E+08


 



     NA22(N,A)F19                            
    t9       reaction rate
  0.001        3.29E+06
  0.002        3.30E+06
  0.003        3.30E+06
  0.004        3.30E+06
  0.005        3.30E+06
  0.006        3.31E+06
  0.007        3.31E+06
  0.008        3.31E+06
  0.009        3.32E+06
  0.010        3.32E+06
  0.011        3.32E+06
  0.012        3.32E+06
  0.013        3.33E+06
  0.014        3.33E+06
  0.015        3.33E+06
  0.016        3.34E+06
  0.018        3.34E+06
  0.020        3.35E+06
  0.025        3.36E+06
  0.030        3.38E+06
  0.040        3.41E+06
  0.050        3.44E+06
  0.060        3.47E+06
  0.070        3.50E+06
  0.080        3.53E+06
  0.090        3.56E+06
  0.100        3.60E+06
  0.110        3.63E+06
  0.120        3.66E+06
  0.130        3.69E+06
  0.140        3.72E+06
  0.150        3.76E+06
  0.160        3.79E+06
  0.180        3.86E+06
  0.200        3.93E+06
  0.250        4.10E+06
  0.300        4.28E+06
  0.350        4.47E+06
  0.400        4.66E+06
  0.450        4.87E+06
  0.500        5.08E+06
  0.600        5.52E+06
  0.700        5.99E+06
  0.800        6.50E+06
  0.900        7.04E+06
  1.000        7.62E+06
  1.250        9.24E+06
  1.500        1.11E+07
  1.750        1.33E+07
  2.000        1.58E+07
  2.500        2.19E+07
  3.000        2.96E+07
  3.500        3.90E+07
  4.000        5.02E+07
  5.000        7.73E+07
  6.000        1.09E+08
  7.000        1.40E+08
  8.000        1.67E+08
  9.000        1.83E+08
 10.000        1.87E+08


 



     NA22(P,G)MG23                           
    t9       reaction rate
  0.001        0.00E+00
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        1.69E-45
  0.007        4.74E-40
  0.008        5.92E-36
  0.009        9.27E-33
  0.010        3.39E-30
  0.011        4.30E-28
  0.012        2.46E-26
  0.013        7.64E-25
  0.014        1.46E-23
  0.015        1.90E-22
  0.016        1.81E-21
  0.018        7.81E-20
  0.020        1.62E-18
  0.025        3.97E-16
  0.030        1.64E-14
  0.040        1.88E-12
  0.050        3.48E-11
  0.060        2.60E-10
  0.070        1.68E-09
  0.080        2.71E-08
  0.090        4.45E-07
  0.100        4.56E-06
  0.110        3.12E-05
  0.120        1.56E-04
  0.130        6.15E-04
  0.140        2.00E-03
  0.150        5.59E-03
  0.160        1.38E-02
  0.180        6.28E-02
  0.200        2.14E-01
  0.250        2.00E+00
  0.300        9.18E+00
  0.350        2.79E+01
  0.400        6.55E+01
  0.450        1.29E+02
  0.500        2.24E+02
  0.600        5.26E+02
  0.700        9.91E+02
  0.800        1.62E+03
  0.900        2.41E+03
  1.000        3.35E+03
  1.250        6.27E+03
  1.500        9.84E+03
  1.750        1.39E+04
  2.000        1.83E+04
  2.500        2.80E+04
  3.000        3.85E+04
  3.500        4.94E+04
  4.000        6.07E+04
  5.000        8.39E+04
  6.000        1.08E+05
  7.000        1.32E+05
  8.000        1.56E+05
  9.000        1.81E+05
 10.000        2.05E+05


 



     NA23(P,G)MG24                           
    t9       reaction rate
  0.001        0.00E+00
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        1.87E-47
  0.005        1.92E-43
  0.006        2.21E-40
  0.007        6.14E-38
  0.008        6.38E-36
